elevation,temperature,humidity,soil_TN,soil_TP,soil_AP,soil_AN,health_class
2263.53,-9.45,62.3,0.0389,0.0328,0.00073,0.00157,0
1720.14,32.08,44.74,0.0449,0.0199,0.00055,0.00213,0
976.51,8.36,19.44,0.0145,0.0155,0.0005,0.001,0
1666.04,28.37,14.78,0.0534,0.0284,0.00072,0.00233,0
3071.39,11.77,69.75,0.0688,0.0499,0.00101,0.00203,1
809.2,18.6,22.62,0.0325,0.0222,0.00052,0.001,1
2811.92,8.79,30.56,0.0724,0.0443,0.00145,0.00407,1
4321.74,-16.85,54.64,0.0343,0.022,0.0005,0.001,0
1512.29,24.01,43.32,0.081,0.0433,0.0014,0.00257,1
554.22,11.81,63.45,0.0467,0.0393,0.0006,0.00258,1
2501.31,37.89,18.85,0.041,0.0234,0.0005,0.00109,0
376.47,26.91,75.62,0.047,0.0401,0.00095,0.001,2
125.96,5.68,61.06,0.0509,0.0244,0.00075,0.00151,1
2584.06,-3.04,53.81,0.0701,0.0478,0.0009,0.00228,0
3889.97,17.34,35.21,0.0538,0.0231,0.0005,0.001,1
979.08,20.36,97.41,0.0722,0.0488,0.00135,0.00314,1
2277.01,45.33,15.28,0.0258,0.0191,0.0005,0.00109,0
1336.67,21.92,59.68,0.0893,0.0548,0.00106,0.0017,2
732.28,36.78,48.52,0.1155,0.0591,0.00101,0.00326,1
403.38,-11.71,89.9,0.1243,0.0367,0.0005,0.00337,0
2152.43,30.81,10.9,0.0313,0.0238,0.00068,0.00134,0
3262.23,1.74,80.42,0.1284,0.0562,0.00095,0.00429,0
2083.86,23.77,25.74,0.0199,0.0138,0.0005,0.00111,1
448.7,23.68,76.99,0.0823,0.0338,0.00089,0.00298,2
804.36,35.11,7.39,0.0183,0.02,0.0005,0.001,0
1626.53,19.64,20.72,0.037,0.0114,0.0005,0.001,1
329.09,41.31,48.64,0.0786,0.0474,0.00164,0.00157,0
3005.6,-6.91,33.02,0.0915,0.0521,0.00077,0.00241,0
1578.64,40.28,10.81,0.0308,0.0202,0.0005,0.00115,0
388.24,-0.61,74.37,0.1034,0.0376,0.0005,0.00255,1
2048.63,0.71,32.19,0.0276,0.0212,0.0005,0.001,0
1252.42,4.54,91.72,0.113,0.0518,0.00099,0.00254,0
3762.43,-18.04,67.96,0.0651,0.0374,0.00064,0.00225,0
976.21,41.01,48.47,0.0901,0.037,0.00098,0.00296,0
3974.96,-22.86,59.85,0.0636,0.0425,0.00116,0.00116,0
1247.39,15.1,55.52,0.0754,0.0251,0.00063,0.00256,2
831.74,32.42,51.35,0.1035,0.0377,0.00107,0.00247,1
103.19,-10.63,87.73,0.0659,0.0553,0.00098,0.00172,0
675.71,28.5,63.46,0.0935,0.0358,0.00072,0.00232,1
246.28,20.04,81.41,0.0713,0.0565,0.0005,0.00118,1
2742.11,20.49,66.75,0.0363,0.0307,0.0005,0.001,1
964.14,46.48,48.08,0.1006,0.0573,0.00068,0.00192,0
920.56,29.45,28.55,0.0273,0.0101,0.0005,0.001,0
1568.11,27.14,46.85,0.0456,0.0335,0.0005,0.00196,1
1229.58,25.28,35.13,0.0155,0.0135,0.0005,0.001,0
388.54,-9.09,70.76,0.058,0.0449,0.00069,0.00223,1
2435.53,23.0,11.42,0.0243,0.0142,0.0005,0.001,0
108.08,27.13,22.89,0.0499,0.0306,0.00078,0.00225,0
182.75,3.29,62.88,0.0612,0.0593,0.00101,0.00368,1
4204.86,-24.69,36.03,0.0735,0.0368,0.00054,0.00228,0
441.17,5.29,86.33,0.1506,0.0853,0.00155,0.00277,1
1299.87,13.06,60.99,0.0468,0.0403,0.00081,0.00158,1
1851.53,26.93,31.85,0.0147,0.0128,0.0005,0.001,0
180.53,38.12,13.53,0.046,0.017,0.00056,0.001,0
601.14,0.82,65.71,0.0519,0.0199,0.0005,0.00196,0
647.54,1.28,69.67,0.0621,0.0185,0.0005,0.00151,0
1741.71,25.22,37.13,0.0337,0.0238,0.0005,0.00108,0
1595.02,-4.05,82.3,0.0546,0.0324,0.00079,0.00119,0
1703.96,29.46,21.3,0.0252,0.0082,0.0005,0.001,0
1819.12,39.0,15.45,0.0341,0.0186,0.0005,0.00152,0
2781.7,23.03,25.7,0.0425,0.0205,0.0005,0.001,1
331.99,2.44,77.19,0.0779,0.0516,0.00091,0.00207,1
3401.96,-1.91,37.46,0.026,0.0192,0.0005,0.00118,0
2402.55,19.71,94.82,0.1405,0.078,0.0012,0.0063,2
3221.47,-16.62,52.29,0.1017,0.0491,0.00146,0.00313,1
64.77,16.55,88.7,0.0443,0.0283,0.0005,0.00116,1
225.11,13.19,58.66,0.1343,0.052,0.00203,0.0044,2
2530.1,8.1,49.88,0.0618,0.0434,0.00091,0.00219,1
175.64,17.38,67.66,0.1264,0.0545,0.0011,0.00533,2
1471.56,4.46,51.79,0.0552,0.0329,0.00119,0.00164,0
1694.92,10.24,35.13,0.0434,0.0323,0.00063,0.001,1
33.28,29.57,29.32,0.035,0.0208,0.00061,0.00147,0
1342.83,12.09,87.97,0.0419,0.0303,0.00058,0.0017,1
110.97,6.35,76.08,0.0604,0.0446,0.00078,0.00127,1
605.49,25.07,43.34,0.0515,0.0393,0.00058,0.00143,1
1298.3,2.87,75.04,0.1579,0.0643,0.00221,0.00354,1
323.45,39.06,6.45,0.0331,0.0177,0.0005,0.001,0
220.52,10.33,85.51,0.1225,0.0644,0.00166,0.0023,1
1540.69,15.9,15.78,0.0548,0.0258,0.00065,0.00246,1
1879.55,17.69,46.91,0.0443,0.0132,0.0005,0.00141,1
4360.44,3.38,45.2,0.0371,0.0255,0.00069,0.0017,0
491.33,-6.99,66.96,0.0685,0.0182,0.0005,0.0015,0
427.4,0.98,76.73,0.101,0.0423,0.0008,0.00447,1
3534.6,-8.27,92.26,0.1112,0.0759,0.00168,0.00148,0
1222.41,26.58,59.31,0.0864,0.0614,0.00068,0.00149,2
209.53,30.59,59.1,0.0554,0.0184,0.0005,0.00127,1
328.51,-10.06,51.92,0.1474,0.0811,0.00138,0.00805,1
1021.56,30.92,52.42,0.0615,0.0261,0.00053,0.00281,1
111.72,-22.4,54.21,0.1545,0.0697,0.00102,0.00235,1
1127.95,2.57,55.74,0.0705,0.0291,0.00061,0.00156,0
397.74,3.05,87.76,0.1159,0.0296,0.00083,0.00358,0
415.72,19.9,56.58,0.0665,0.0536,0.00074,0.00183,2
1656.69,16.69,62.65,0.0703,0.0324,0.00071,0.00115,2
313.28,15.79,52.59,0.0762,0.052,0.00083,0.00237,2
1933.67,7.84,71.83,0.1071,0.0647,0.00095,0.00438,1
979.87,17.7,67.37,0.0992,0.0401,0.00145,0.0028,2
32.01,32.14,76.06,0.087,0.0566,0.00107,0.00362,1
795.78,0.3,93.63,0.0967,0.0403,0.00113,0.00257,0
2470.87,23.17,33.85,0.0468,0.0179,0.0005,0.00133,1
1178.71,31.31,5.84,0.0496,0.0281,0.00066,0.00115,0
666.67,41.17,51.66,0.0773,0.0396,0.00081,0.0015,1
1154.13,11.63,47.74,0.1122,0.0726,0.00178,0.00337,1
438.0,8.11,62.17,0.0486,0.0417,0.0005,0.0014,1
418.87,6.91,81.98,0.1369,0.0831,0.00173,0.00494,1
3699.46,2.29,79.46,0.0866,0.0293,0.00058,0.00297,0
1175.94,35.27,13.93,0.032,0.0113,0.0005,0.001,0
1076.27,17.16,12.7,0.0336,0.0276,0.0005,0.001,1
1445.19,30.68,57.06,0.0633,0.018,0.0005,0.00234,1
2184.09,23.47,61.85,0.0421,0.0301,0.0007,0.00149,1
4016.78,15.06,80.75,0.1177,0.0821,0.00202,0.00404,2
793.52,14.76,73.51,0.105,0.0589,0.00118,0.0034,2
425.31,12.9,15.96,0.0397,0.0268,0.0005,0.00152,1
1360.71,6.62,89.04,0.0607,0.0193,0.0005,0.00152,0
1173.74,31.87,41.79,0.0623,0.0267,0.0005,0.0018,1
256.09,11.18,80.98,0.1293,0.0708,0.00152,0.00274,1
214.78,12.02,51.01,0.0541,0.0487,0.00083,0.0025,1
3620.73,13.51,48.66,0.0479,0.0183,0.00055,0.00201,1
1628.97,29.79,58.68,0.1208,0.0644,0.00188,0.00527,2
16.4,18.03,73.37,0.0437,0.0346,0.00078,0.00132,2
869.42,24.59,54.54,0.0693,0.0226,0.00059,0.00255,2
415.7,21.34,13.8,0.0402,0.0227,0.0005,0.00126,1
1566.22,25.48,60.33,0.0786,0.0571,0.00134,0.00296,2
1644.35,0.26,77.19,0.0596,0.0326,0.0005,0.00285,0
388.56,24.79,72.51,0.0743,0.0475,0.00059,0.00168,2
1621.81,16.91,69.97,0.0887,0.0508,0.00057,0.00168,2
3470.31,-23.1,60.71,0.0272,0.0216,0.0005,0.001,0
160.01,29.74,14.21,0.0391,0.0218,0.0005,0.001,0
4220.08,-15.4,53.15,0.0664,0.0403,0.0005,0.00117,0
403.74,39.62,38.93,0.0644,0.0528,0.00101,0.00179,0
442.14,18.46,43.22,0.0569,0.0252,0.0005,0.00176,1
1813.96,21.63,19.32,0.0422,0.0244,0.0005,0.001,1
3957.87,3.95,58.31,0.0513,0.0331,0.0005,0.002,0
299.35,21.01,60.94,0.1192,0.0791,0.00153,0.00226,2
2198.46,6.49,83.2,0.1448,0.077,0.00208,0.00428,1
509.55,26.67,85.41,0.0374,0.0264,0.0005,0.00112,1
1809.24,-0.79,80.15,0.0972,0.0747,0.00067,0.00203,0
933.65,47.02,73.02,0.0499,0.0282,0.0005,0.0017,0
1350.25,-7.51,65.83,0.0544,0.028,0.00056,0.00249,0
350.52,26.38,54.55,0.0926,0.0382,0.0005,0.00443,2
992.5,9.99,99.07,0.035,0.0334,0.0005,0.001,0
53.37,2.25,79.38,0.113,0.0533,0.00132,0.00337,1
1398.56,12.26,55.83,0.1293,0.0662,0.00174,0.00211,2
179.5,43.02,14.46,0.039,0.0161,0.0005,0.00102,0
254.01,-9.09,75.55,0.0968,0.0328,0.00103,0.00368,1
705.18,5.59,92.45,0.0676,0.0162,0.0005,0.00204,0
1582.8,5.34,84.98,0.0522,0.0379,0.00058,0.002,1
754.43,19.15,60.4,0.0292,0.0236,0.0005,0.00149,1
332.22,-3.0,60.33,0.1216,0.0953,0.00092,0.00249,1
289.95,27.28,68.15,0.0602,0.0235,0.00058,0.00261,2
3210.57,11.32,56.27,0.0634,0.0307,0.00065,0.00224,1
319.16,7.76,67.5,0.0675,0.0208,0.0005,0.00142,1
947.45,16.8,87.35,0.0642,0.0565,0.00059,0.00266,1
815.46,17.2,17.87,0.026,0.0109,0.0005,0.001,1
1940.81,-1.46,60.45,0.0508,0.0411,0.00101,0.00139,0
260.45,10.45,66.73,0.0957,0.0355,0.00068,0.00291,1
886.82,19.71,60.32,0.0896,0.0452,0.0011,0.00344,2
1444.63,5.66,42.79,0.0621,0.0349,0.00107,0.00159,1
544.43,-11.32,50.42,0.1078,0.0712,0.00179,0.00492,1
424.98,11.87,62.87,0.132,0.0753,0.00141,0.00534,2
3318.33,-5.77,51.67,0.0611,0.0323,0.00053,0.00244,0
968.33,3.68,49.22,0.035,0.0277,0.00054,0.00191,0
323.69,15.61,70.04,0.0688,0.0661,0.00068,0.00218,2
1874.43,-21.39,34.31,0.0508,0.0235,0.00055,0.00197,0
283.43,-14.77,58.21,0.0656,0.059,0.00121,0.00277,1
83.83,21.85,30.4,0.048,0.0304,0.00078,0.0022,1
154.28,27.02,84.48,0.2049,0.0877,0.00201,0.00453,2
332.52,-0.22,51.61,0.1036,0.0376,0.00089,0.00175,1
102.83,-7.9,65.09,0.2078,0.0887,0.00183,0.00544,1
174.88,-5.15,84.21,0.0542,0.0506,0.0007,0.00215,0
378.73,25.41,63.52,0.1403,0.0741,0.00157,0.0049,2
1980.88,27.09,40.76,0.0809,0.0248,0.00057,0.0013,1
443.68,37.36,50.61,0.0764,0.0373,0.00063,0.00219,1
950.69,-0.14,67.71,0.0632,0.0266,0.00094,0.00251,1
116.11,23.58,84.77,0.208,0.0804,0.00222,0.00522,2
1559.78,-8.38,63.63,0.0705,0.0324,0.0008,0.00237,0
1326.12,27.04,54.58,0.0496,0.0194,0.0005,0.00161,1
961.04,6.63,63.62,0.1597,0.0793,0.00117,0.00244,1
2674.5,18.79,31.68,0.0293,0.0132,0.0005,0.001,1
149.18,42.14,79.72,0.0343,0.03,0.0005,0.001,0
70.81,17.44,46.82,0.1074,0.0417,0.00068,0.0034,2
2013.8,33.95,22.19,0.0378,0.0212,0.00061,0.00153,0
3823.91,0.8,81.83,0.0956,0.0571,0.00152,0.0037,0
3560.37,8.43,66.72,0.0775,0.0264,0.0005,0.00331,1
150.04,40.69,59.67,0.0976,0.0956,0.00139,0.00362,1
1567.13,11.09,86.77,0.1666,0.0763,0.00173,0.00577,2
340.44,11.77,89.35,0.0585,0.0563,0.0005,0.002,1
392.14,16.09,74.64,0.1484,0.0638,0.00203,0.00314,2
3034.47,-11.52,39.2,0.0342,0.0321,0.0005,0.001,0
410.12,26.8,78.92,0.1672,0.0971,0.00262,0.00597,3
2049.26,-8.36,58.56,0.0459,0.0158,0.0005,0.0017,0
2973.75,-15.71,32.09,0.0721,0.0527,0.00093,0.0041,0
273.35,12.01,70.5,0.0735,0.0477,0.00108,0.0017,1
633.93,14.62,71.49,0.1406,0.0541,0.00117,0.00458,2
1342.92,-8.05,62.07,0.0311,0.0229,0.0005,0.00106,0
1694.6,-9.4,78.5,0.0523,0.0233,0.00062,0.00119,0
2622.95,-4.21,34.69,0.0847,0.0473,0.00131,0.00309,0
1913.76,35.75,55.15,0.1106,0.0663,0.00191,0.00484,1
2140.01,40.12,13.99,0.0189,0.0196,0.0005,0.001,0
418.15,-2.32,99.83,0.0526,0.036,0.00061,0.00167,0
1159.64,18.64,71.84,0.0466,0.0344,0.0005,0.00147,2
103.99,15.38,62.15,0.1223,0.0283,0.00084,0.00141,2
395.42,12.85,65.9,0.0749,0.0333,0.0005,0.00295,1
319.91,9.47,86.09,0.126,0.0725,0.00111,0.00424,1
1940.59,22.14,79.89,0.0952,0.0471,0.00072,0.00382,2
321.11,24.59,49.67,0.0608,0.0253,0.00053,0.0018,1
387.11,11.0,20.14,0.0314,0.0084,0.0005,0.001,0
221.31,23.06,50.21,0.1429,0.0909,0.00178,0.00175,2
583.43,8.14,77.13,0.0846,0.0184,0.0006,0.00159,1
2069.97,-3.22,36.72,0.064,0.0322,0.00068,0.00217,0
461.54,4.05,65.07,0.1236,0.0698,0.002,0.00308,1
206.5,4.98,52.35,0.1513,0.0987,0.00121,0.00383,1
2087.88,-4.51,79.21,0.0533,0.0517,0.00072,0.00242,1
2759.09,21.5,67.83,0.0512,0.0331,0.0005,0.00218,1
270.68,-12.65,82.12,0.0755,0.0538,0.0013,0.00308,0
793.13,13.92,60.87,0.1156,0.0466,0.00072,0.0045,2
2551.68,15.08,22.78,0.0224,0.0193,0.0005,0.001,1
189.2,20.18,82.04,0.1325,0.0703,0.00188,0.00504,2
1583.37,34.94,34.05,0.1252,0.067,0.00103,0.00326,0
2285.47,29.86,11.21,0.0308,0.0124,0.0005,0.001,0
528.74,27.73,80.63,0.0501,0.0361,0.00072,0.001,1
3976.77,4.04,73.72,0.0703,0.0444,0.00091,0.00153,0
492.62,13.84,81.28,0.1193,0.0725,0.00089,0.00245,1
373.22,9.08,63.49,0.1855,0.0819,0.00127,0.00603,2
457.27,6.79,42.85,0.0685,0.031,0.00068,0.00313,1
301.28,22.09,40.91,0.0622,0.0232,0.00057,0.00135,1
1482.26,34.65,23.79,0.0229,0.0127,0.0005,0.001,0
3542.87,12.61,92.33,0.0526,0.0512,0.0005,0.00256,1
437.1,-9.74,69.91,0.0377,0.0298,0.0005,0.001,0
2394.35,14.12,47.41,0.0402,0.0209,0.0005,0.00177,1
341.22,23.04,81.56,0.0661,0.0502,0.0005,0.00201,1
1005.79,-4.37,55.89,0.0497,0.0234,0.0005,0.00102,0
573.95,14.18,51.39,0.1316,0.0523,0.00185,0.00307,2
2635.74,42.96,26.27,0.0276,0.0144,0.0005,0.001,0
1007.31,41.63,39.5,0.0659,0.0309,0.00068,0.00117,0
307.71,2.39,71.92,0.1536,0.0728,0.00112,0.00466,1
565.32,7.02,32.83,0.0282,0.0141,0.0005,0.001,0
2226.47,40.57,10.55,0.0452,0.0214,0.00074,0.00118,0
362.86,44.1,29.33,0.0377,0.0155,0.0005,0.00165,0
2930.13,42.87,13.6,0.0322,0.0107,0.0005,0.001,0
153.1,2.46,62.0,0.0782,0.046,0.0005,0.0015,1
1696.07,37.3,10.09,0.0182,0.0143,0.0005,0.001,0
1391.2,16.63,48.76,0.0686,0.0267,0.0005,0.00133,1
1493.51,35.89,39.04,0.1012,0.0522,0.00127,0.00344,0
363.31,-22.21,56.08,0.1288,0.0873,0.00091,0.0024,1
807.92,2.88,73.59,0.0495,0.0252,0.00064,0.00183,0
971.74,10.73,93.94,0.0643,0.019,0.0005,0.00135,1
1084.15,-1.92,72.78,0.0587,0.0414,0.00098,0.00158,1
361.21,10.41,80.36,0.0732,0.0426,0.0008,0.00258,1
143.31,20.28,54.03,0.1065,0.0428,0.0005,0.00279,2
1253.8,-15.35,65.13,0.0471,0.0203,0.00055,0.001,0
361.87,12.57,47.56,0.0606,0.0402,0.00093,0.00193,1
1635.84,29.76,48.16,0.0691,0.0473,0.0005,0.0018,1
2766.7,17.3,60.31,0.0447,0.0318,0.00073,0.001,1
1681.57,-9.24,60.54,0.0806,0.0204,0.0005,0.00242,0
1210.14,33.42,62.08,0.0841,0.0223,0.0005,0.001,1
2975.42,23.9,24.75,0.0334,0.0096,0.0005,0.001,1
704.48,48.69,23.09,0.051,0.0281,0.00056,0.00226,0
629.9,31.32,57.7,0.0478,0.0278,0.0005,0.00176,1
648.51,7.7,70.88,0.0495,0.0304,0.00064,0.00153,1
1699.41,29.73,69.94,0.0351,0.0276,0.0005,0.00127,1
1761.5,17.07,75.7,0.1318,0.0601,0.0019,0.00551,2
165.21,-17.76,65.57,0.0511,0.0402,0.00088,0.00248,1
2529.55,24.94,31.55,0.0757,0.0436,0.00106,0.00372,1
1503.7,-21.19,88.4,0.1164,0.0681,0.00182,0.00369,1
496.15,10.2,67.01,0.0969,0.0594,0.0014,0.00243,2
3279.41,25.2,73.99,0.0564,0.045,0.00062,0.00152,1
1037.93,7.57,49.1,0.0741,0.0379,0.00061,0.00283,1
294.6,6.67,50.61,0.0666,0.0268,0.0005,0.002,1
501.14,19.62,19.81,0.0331,0.0101,0.0005,0.001,1
1389.2,17.46,67.46,0.1121,0.0737,0.00141,0.00408,2
374.07,-10.75,50.86,0.0899,0.0388,0.00063,0.00219,1
164.95,30.7,17.04,0.0422,0.0172,0.00059,0.00177,0
806.12,20.88,80.94,0.048,0.021,0.00058,0.00153,1
377.18,12.46,80.19,0.0808,0.0369,0.0007,0.00277,1
2819.73,20.73,57.33,0.0312,0.0247,0.0005,0.00121,1
477.58,35.92,13.23,0.022,0.0139,0.0005,0.001,0
2077.13,27.07,15.5,0.0338,0.0244,0.0005,0.001,0
152.68,26.61,65.41,0.0577,0.0209,0.00061,0.00136,2
826.62,34.23,74.65,0.0343,0.0258,0.0005,0.00151,1
1165.0,-13.96,67.93,0.0702,0.0451,0.00065,0.00163,1
1985.34,40.25,27.56,0.016,0.0151,0.0005,0.001,0
683.4,14.49,20.59,0.02,0.0129,0.0005,0.001,0
230.5,35.54,28.38,0.1117,0.038,0.00087,0.00171,0
1302.05,31.79,48.05,0.0556,0.0363,0.00103,0.00209,1
3574.12,18.51,48.6,0.038,0.0206,0.0005,0.00136,1
167.45,13.68,82.66,0.0761,0.0479,0.00065,0.00266,1
545.42,27.6,97.93,0.0939,0.037,0.00084,0.00163,1
300.08,29.09,63.56,0.1166,0.073,0.00152,0.00545,2
2497.19,44.4,8.66,0.0389,0.0248,0.0005,0.001,0
406.33,-9.07,71.99,0.1365,0.0667,0.00205,0.00572,1
390.12,6.77,69.99,0.1617,0.0599,0.00179,0.00321,1
1372.2,23.12,56.2,0.0687,0.0228,0.0005,0.00218,2
171.5,21.38,61.23,0.037,0.0263,0.0005,0.001,2
1712.51,26.67,43.41,0.0927,0.0527,0.0006,0.00348,1
2264.66,-7.49,86.65,0.0996,0.0283,0.00063,0.00254,0
